Student_ID,University,Gender,Academic_Year,Course,Student_Fees,Professor_Salary,Professor_Experience_Years
S0484,Helwan University,Male,4,Pharmacy,14386,20438,8
S0485,Alexandria University,Male,1,Medicine,16628,29026,17
S0486,Helwan University,Female,2,Medicine,17718,18272,19
S0487,Helwan University,Male,2,Engineering,17937,27412,31
S0488,Cairo University,Male,4,Business,13666,27643,20
S0489,Helwan University,Female,3,Computer Science,13139,21373,20
S0490,Mansoura University,Male,4,Engineering,8476,16392,16
S0491,Mansoura University,Female,4,Computer Science,8947,17655,28
S0492,Mansoura University,Female,4,Computer Science,10524,24449,7
S0493,Ain Shams University,Male,2,Computer Science,14716,15845,3
S0494,Cairo University,Female,1,Business,22192,26940,19
S0495,Alexandria University,Female,3,Business,17063,28209,35
S0496,Helwan University,Female,1,Business,11998,15126,34
S0497,Alexandria University,Male,2,Engineering,11847,26215,22
S0498,Helwan University,Female,3,Medicine,16537,21515,35
S0499,Ain Shams University,Male,3,Medicine,8113,25153,25
S0500,Ain Shams University,Female,3,Pharmacy,10435,25245,18
S0501,Cairo University,Male,1,Engineering,9098,21827,10
S0502,Ain Shams University,Male,1,Law,9771,16588,27
S0503,Alexandria University,Male,3,Medicine,10758,16207,3
S0504,Cairo University,Male,1,Engineering,23440,18001,14
S0505,Cairo University,Female,1,Law,18674,20919,12
S0506,Helwan University,Male,3,Law,21219,19513,8
S0507,Mansoura University,Female,2,Pharmacy,20068,20837,29
S0508,Helwan University,Male,2,Pharmacy,19131,24866,26
S0509,Mansoura University,Female,4,Law,11096,25572,19
S0510,Alexandria University,Female,4,Business,20262,18447,23
S0511,Helwan University,Male,1,Computer Science,11289,25845,25
S0512,Alexandria University,Male,2,Law,13507,26330,14
S0513,Helwan University,Male,4,Law,14340,19740,7
S0514,Mansoura University,Male,1,Computer Science,21696,17152,9
S0515,Mansoura University,Male,3,Pharmacy,17403,27030,31
S0516,Ain Shams University,Male,2,Pharmacy,11058,29670,16
S0517,Helwan University,Male,4,Medicine,15095,25179,27
S0518,Ain Shams University,Male,4,Law,10096,17717,33
S0519,Helwan University,Female,3,Law,8788,22727,35
S0520,Cairo University,Female,1,Medicine,16399,21890,15
S0521,Mansoura University,Female,3,Engineering,22444,19816,15
S0522,Helwan University,Female,1,Engineering,12818,22263,2
S0523,Alexandria University,Female,3,Law,17084,16442,14
S0524,Alexandria University,Male,4,Engineering,17220,23156,24
S0525,Alexandria University,Female,3,Computer Science,14198,20223,31
S0526,Mansoura University,Female,1,Pharmacy,23709,20424,35
S0527,Ain Shams University,Female,1,Engineering,24467,25172,28
S0528,Cairo University,Male,3,Business,20791,19794,24
S0529,Helwan University,Female,1,Engineering,24959,22005,20
S0530,Mansoura University,Male,2,Law,21858,19750,29
S0531,Alexandria University,Male,4,Engineering,19746,15915,13
S0532,Cairo University,Male,3,Engineering,19538,28959,12
S0533,Mansoura University,Female,2,Medicine,8299,17666,22
S0534,Cairo University,Male,3,Medicine,24019,25043,20
S0535,Cairo University,Male,4,Law,9706,26702,7
S0536,Ain Shams University,Female,1,Law,18160,16608,4
S0537,Mansoura University,Male,1,Pharmacy,14852,20791,6
S0538,Cairo University,Male,4,Pharmacy,16614,26714,21
S0539,Ain Shams University,Female,1,Engineering,14989,27096,21
S0540,Cairo University,Female,3,Engineering,8339,25101,1
S0541,Helwan University,Female,1,Engineering,11824,27585,1
S0542,Ain Shams University,Male,1,Computer Science,15872,15403,35
S0543,Alexandria University,Male,3,Computer Science,10437,15582,12
S0544,Ain Shams University,Female,1,Business,20625,20037,35
S0545,Alexandria University,Female,2,Computer Science,19233,18954,33
S0546,Helwan University,Male,2,Engineering,17970,19592,26
S0547,Alexandria University,Female,4,Medicine,23991,18959,12
S0548,Alexandria University,Male,3,Engineering,18797,26442,30
S0549,Ain Shams University,Female,1,Law,24770,20146,35
S0550,Cairo University,Male,2,Pharmacy,17483,20994,12
S0551,Helwan University,Female,2,Medicine,20502,21958,26
S0552,Alexandria University,Female,3,Computer Science,9891,15284,7
S0553,Cairo University,Male,2,Medicine,20538,20944,11
S0554,Helwan University,Female,4,Computer Science,21642,28865,7
S0555,Alexandria University,Female,3,Computer Science,17821,15768,19
S0556,Helwan University,Female,2,Pharmacy,13113,17354,17
S0557,Helwan University,Male,3,Pharmacy,17947,19363,10
S0558,Ain Shams University,Female,1,Computer Science,22170,26023,29
S0559,Mansoura University,Male,4,Pharmacy,14009,19956,34
S0560,Alexandria University,Female,4,Engineering,16638,25155,26
S0561,Cairo University,Female,3,Computer Science,11757,29690,17
S0562,Mansoura University,Male,4,Pharmacy,11214,22590,24
S0563,Helwan University,Male,3,Computer Science,13196,17959,20
S0564,Cairo University,Male,2,Business,11474,22697,29
S0565,Alexandria University,Male,4,Engineering,12699,19574,23
S0566,Cairo University,Male,4,Business,19457,24425,22
S0567,Helwan University,Female,2,Computer Science,8571,23048,14
S0568,Mansoura University,Female,4,Business,14265,18273,26
S0569,Alexandria University,Female,4,Engineering,11334,16622,27
S0570,Ain Shams University,Female,3,Pharmacy,11784,24959,27
S0571,Mansoura University,Male,4,Pharmacy,14901,21975,34
S0572,Cairo University,Female,3,Engineering,8197,15553,6
S0573,Cairo University,Male,1,Pharmacy,13277,25273,12
S0574,Alexandria University,Female,1,Engineering,13998,26156,30
S0575,Alexandria University,Male,3,Engineering,17285,16209,20
S0576,Cairo University,Female,1,Medicine,24245,17718,6
S0577,Mansoura University,Female,1,Business,10696,22957,28
S0578,Cairo University,Male,1,Computer Science,10175,22658,19
S0579,Cairo University,Female,4,Law,13647,18399,22
S0580,Helwan University,Male,2,Computer Science,11092,18055,6
S0581,Alexandria University,Female,3,Medicine,9355,15294,6
S0582,Helwan University,Male,1,Pharmacy,11553,15847,21
S0583,Helwan University,Male,1,Engineering,10557,28522,28
S0584,Mansoura University,Female,1,Pharmacy,21441,22455,2
S0585,Ain Shams University,Male,3,Business,20826,19758,14
S0586,Mansoura University,Male,4,Pharmacy,17158,27684,1
S0587,Cairo University,Male,4,Law,14427,16708,20
S0588,Mansoura University,Female,4,Business,17644,26224,14
S0589,Alexandria University,Male,2,Medicine,10791,22559,30
S0590,Mansoura University,Female,3,Medicine,22742,15263,31
S0591,Cairo University,Male,4,Pharmacy,8218,15004,26
S0592,Cairo University,Female,1,Medicine,16257,26605,28
S0593,Mansoura University,Male,3,Pharmacy,14139,29457,5
S0594,Cairo University,Female,1,Pharmacy,14607,25699,35
S0595,Alexandria University,Male,2,Business,19577,17860,14
S0596,Ain Shams University,Female,4,Pharmacy,11878,18560,12
S0597,Helwan University,Male,3,Law,22596,16879,32
S0598,Helwan University,Female,1,Computer Science,24667,23868,8
S0599,Cairo University,Male,2,Medicine,9113,20644,33
S0600,Helwan University,Male,1,Medicine,13519,27006,14
S0601,Ain Shams University,Male,3,Computer Science,9623,29980,1
S0602,Mansoura University,Male,2,Medicine,10354,17229,35
S0603,Helwan University,Female,1,Medicine,10112,18250,33
S0604,Alexandria University,Male,3,Pharmacy,24148,17855,26
S0605,Helwan University,Male,1,Law,15345,23900,15
S0606,Alexandria University,Female,4,Engineering,15661,23513,3
S0607,Helwan University,Male,4,Law,18540,25516,30
S0608,Ain Shams University,Female,2,Engineering,14522,19378,12
S0609,Ain Shams University,Female,2,Law,16977,21616,20
S0610,Helwan University,Female,2,Business,16308,27456,13
S0611,Ain Shams University,Male,4,Law,16945,19288,22
S0612,Ain Shams University,Female,2,Engineering,13147,23132,10
S0613,Cairo University,Male,2,Pharmacy,22813,18014,27
S0614,Mansoura University,Female,2,Engineering,11167,16757,16
S0615,Ain Shams University,Female,3,Medicine,22866,26654,16
S0616,Ain Shams University,Female,4,Computer Science,12008,29490,32
S0617,Alexandria University,Female,3,Law,18356,16143,1
S0618,Ain Shams University,Male,3,Pharmacy,10007,28001,8
S0619,Ain Shams University,Female,4,Computer Science,9053,17087,27
S0620,Helwan University,Female,2,Law,14499,25814,33
S0621,Cairo University,Male,2,Business,18154,18196,30
S0622,Cairo University,Male,1,Law,18857,19808,10
S0623,Alexandria University,Female,1,Engineering,9664,24827,29
S0624,Helwan University,Female,3,Computer Science,20534,23309,17
S0625,Cairo University,Female,3,Engineering,13369,24586,2
S0626,Alexandria University,Female,1,Computer Science,9118,20922,30
S0627,Cairo University,Male,1,Medicine,16079,19752,26
S0628,Mansoura University,Male,4,Business,18605,17487,11
S0629,Mansoura University,Male,4,Pharmacy,23208,29744,23
S0630,Ain Shams University,Female,2,Medicine,15583,29391,25
S0631,Cairo University,Male,1,Engineering,13435,19123,16
S0632,Cairo University,Male,4,Engineering,18736,28508,2
S0633,Alexandria University,Male,4,Engineering,23050,27278,35
S0634,Mansoura University,Female,3,Business,19759,26776,6
S0635,Ain Shams University,Female,2,Business,24165,26129,11
S0636,Alexandria University,Female,4,Computer Science,14387,25810,20
S0637,Alexandria University,Female,2,Medicine,15519,15767,30
S0638,Helwan University,Male,3,Medicine,11816,29121,14
S0639,Helwan University,Male,3,Computer Science,22156,19152,17
S0640,Cairo University,Female,2,Medicine,22461,29829,20
S0641,Cairo University,Female,1,Business,17619,20547,31
S0642,Helwan University,Female,1,Law,10311,28420,33
S0643,Ain Shams University,Female,3,Medicine,16175,18223,16
S0644,Ain Shams University,Male,1,Engineering,21659,20290,9
S0645,Cairo University,Female,1,Pharmacy,21690,21481,2
S0646,Helwan University,Female,3,Law,14695,21481,26
S0647,Ain Shams University,Female,4,Computer Science,12952,20241,35
S0648,Helwan University,Male,4,Pharmacy,10137,22988,30
S0649,Ain Shams University,Male,3,Engineering,20849,27059,24
S0650,Cairo University,Female,2,Law,16279,20536,31
S0651,Helwan University,Male,1,Computer Science,10965,21462,20
S0652,Helwan University,Male,4,Business,12544,18128,13
S0653,Alexandria University,Male,3,Business,20482,25458,19
S0654,Mansoura University,Male,4,Pharmacy,22041,29490,34
S0655,Mansoura University,Female,1,Medicine,15724,22944,18
S0656,Alexandria University,Male,3,Engineering,20981,22358,28
S0657,Helwan University,Female,4,Pharmacy,19863,20178,28
S0658,Ain Shams University,Male,2,Computer Science,19926,24883,13
S0659,Cairo University,Male,1,Pharmacy,13957,24914,11
S0660,Mansoura University,Female,3,Law,12416,15733,27
S0661,Ain Shams University,Male,3,Computer Science,21726,18927,6
S0662,Cairo University,Female,3,Computer Science,10977,26954,32
S0663,Alexandria University,Female,1,Computer Science,19329,20537,34
S0664,Alexandria University,Male,2,Law,14866,15902,15
S0665,Alexandria University,Female,2,Engineering,16240,21127,2
S0666,Ain Shams University,Female,1,Pharmacy,17682,28118,4
S0667,Mansoura University,Male,4,Medicine,14872,21401,5
S0668,Ain Shams University,Female,4,Law,21366,29046,24
S0669,Alexandria University,Male,1,Business,24881,19871,26
S0670,Alexandria University,Female,2,Computer Science,9206,22360,5
S0671,Cairo University,Male,4,Pharmacy,14435,22886,26
S0672,Alexandria University,Male,2,Medicine,22302,28106,6
S0673,Helwan University,Female,1,Medicine,22725,25189,30
S0674,Helwan University,Female,2,Medicine,13138,28672,33
S0675,Cairo University,Female,2,Pharmacy,11014,22290,2
S0676,Mansoura University,Female,4,Medicine,21530,22400,4
S0677,Ain Shams University,Female,2,Law,21417,24551,9
S0678,Ain Shams University,Male,1,Computer Science,16893,24968,7
S0679,Helwan University,Female,2,Business,20294,19484,23
S0680,Mansoura University,Male,1,Medicine,14038,23375,7
S0681,Cairo University,Female,3,Medicine,15050,27857,20
S0682,Ain Shams University,Female,4,Engineering,22244,26925,2
S0683,Ain Shams University,Male,1,Business,12750,27793,1
S0684,Ain Shams University,Male,4,Medicine,11517,17479,1
S0685,Helwan University,Female,2,Computer Science,14199,29183,5
S0686,Alexandria University,Female,2,Law,23732,23331,5
S0687,Cairo University,Female,4,Engineering,16127,15512,14
S0688,Mansoura University,Male,1,Engineering,18044,29192,31
S0689,Helwan University,Female,4,Law,20200,19417,10
S0690,Helwan University,Female,4,Business,16467,20064,23
S0691,Mansoura University,Female,2,Pharmacy,8402,27134,34
S0692,Cairo University,Female,1,Computer Science,16153,28182,8
S0693,Alexandria University,Female,2,Law,19866,18537,8
S0694,Mansoura University,Female,4,Medicine,11352,16648,23
S0695,Ain Shams University,Male,2,Pharmacy,14565,27941,29
S0696,Ain Shams University,Female,4,Pharmacy,12748,23506,23
S0697,Alexandria University,Female,4,Engineering,19860,18379,16
S0698,Alexandria University,Male,2,Engineering,8992,27551,28
S0699,Cairo University,Female,1,Law,13033,22906,27
S0700,Alexandria University,Male,2,Pharmacy,8810,23426,4
S0701,Alexandria University,Female,2,Engineering,9147,17025,17
S0702,Helwan University,Male,2,Business,19413,25240,31
S0703,Cairo University,Female,1,Business,13407,26117,30
S0704,Alexandria University,Male,4,Business,24431,26306,22
S0705,Alexandria University,Male,1,Law,22255,23501,5
S0706,Mansoura University,Female,4,Computer Science,15940,18171,28
S0707,Helwan University,Female,2,Engineering,21974,16517,29
S0708,Helwan University,Male,4,Computer Science,11127,29203,34
S0709,Mansoura University,Male,2,Law,9446,25011,29
S0710,Mansoura University,Female,4,Law,8729,29371,1
S0711,Helwan University,Female,4,Computer Science,15093,22068,13
S0712,Ain Shams University,Male,3,Medicine,9686,27729,30
S0713,Alexandria University,Female,2,Pharmacy,16244,17082,7
S0714,Cairo University,Female,3,Pharmacy,17140,23073,16
S0715,Cairo University,Female,2,Engineering,18402,17768,15
S0716,Helwan University,Female,4,Business,13389,20009,24
S0717,Cairo University,Female,1,Business,22758,24805,19
S0718,Mansoura University,Male,3,Business,9320,18124,29
S0719,Cairo University,Female,1,Engineering,18739,19520,17
S0720,Alexandria University,Male,3,Medicine,10392,15057,24
S0721,Helwan University,Male,2,Business,18671,28393,26
S0722,Cairo University,Male,3,Pharmacy,11369,23499,15
S0723,Ain Shams University,Male,3,Law,24653,21567,1
S0724,Alexandria University,Male,3,Computer Science,23584,18735,34
S0725,Cairo University,Female,4,Pharmacy,14659,16056,3
S0726,Ain Shams University,Female,2,Business,22061,16073,2
S0727,Mansoura University,Female,2,Engineering,12730,20806,32
S0728,Mansoura University,Female,3,Business,24126,28598,31
S0729,Ain Shams University,Female,2,Engineering,19402,16088,7
S0730,Cairo University,Female,2,Computer Science,17834,21863,4
S0731,Alexandria University,Female,1,Computer Science,11409,26795,22
S0732,Helwan University,Male,1,Pharmacy,22764,29595,25
S0733,Alexandria University,Female,2,Medicine,14845,17971,32
S0734,Helwan University,Male,1,Pharmacy,16191,20118,20
S0735,Cairo University,Female,2,Engineering,13707,21972,23
S0736,Alexandria University,Female,3,Engineering,9196,19837,4
S0737,Alexandria University,Male,1,Business,22546,20458,10
S0738,Helwan University,Female,1,Pharmacy,11055,23217,24
S0739,Mansoura University,Female,1,Medicine,17156,26993,2
S0740,Ain Shams University,Male,4,Law,24919,28116,4
S0741,Alexandria University,Female,4,Law,16474,26817,31
S0742,Ain Shams University,Female,3,Business,10606,26727,17
S0743,Alexandria University,Male,1,Engineering,24769,29628,9
S0744,Helwan University,Female,1,Engineering,9658,22450,3
S0745,Helwan University,Female,3,Law,13034,22626,21
S0746,Mansoura University,Male,3,Business,22884,21287,15
S0747,Cairo University,Male,2,Pharmacy,19683,20641,5
S0748,Alexandria University,Male,1,Business,16347,20378,15
S0749,Cairo University,Female,1,Medicine,16493,16045,2
S0750,Ain Shams University,Female,4,Engineering,15622,20778,17
S0751,Alexandria University,Male,3,Computer Science,14217,18686,28
S0752,Mansoura University,Male,4,Engineering,20890,28356,34
S0753,Cairo University,Male,1,Computer Science,13883,19382,35
S0754,Ain Shams University,Female,2,Medicine,9216,24358,19
S0755,Mansoura University,Male,3,Engineering,22577,29929,12
S0756,Alexandria University,Female,4,Computer Science,24434,23603,8
S0757,Mansoura University,Female,1,Law,13284,19584,20
S0758,Cairo University,Male,4,Computer Science,16047,15147,7
S0759,Mansoura University,Female,1,Medicine,15718,25936,4
S0760,Alexandria University,Male,3,Pharmacy,13328,21868,6
S0761,Ain Shams University,Male,4,Computer Science,8627,28350,20
S0762,Mansoura University,Female,4,Medicine,14752,18633,3
S0763,Alexandria University,Male,1,Computer Science,19166,22734,30
S0764,Helwan University,Female,2,Medicine,23829,29073,14
S0765,Helwan University,Female,4,Law,8752,20299,35
S0766,Helwan University,Male,3,Engineering,23957,19657,14
S0767,Ain Shams University,Female,2,Pharmacy,10412,28237,10
S0768,Alexandria University,Male,2,Computer Science,21820,16633,26
S0769,Ain Shams University,Female,1,Business,12214,20132,12
S0770,Mansoura University,Male,3,Engineering,13455,18277,16
S0771,Ain Shams University,Female,2,Law,22009,17092,35
S0772,Cairo University,Male,2,Medicine,8534,19262,29
S0773,Helwan University,Female,1,Law,20909,29902,31
S0774,Ain Shams University,Female,4,Computer Science,16600,24513,24
S0775,Cairo University,Male,2,Computer Science,10246,25426,18
S0776,Mansoura University,Male,4,Medicine,22912,19246,10
S0777,Ain Shams University,Female,1,Law,17712,28372,26
S0778,Alexandria University,Female,1,Engineering,11323,25749,9
S0779,Helwan University,Female,2,Business,23339,19665,4
S0780,Mansoura University,Female,1,Law,14690,29348,34
S0781,Cairo University,Male,3,Engineering,17332,24499,20
S0782,Helwan University,Male,2,Engineering,11006,26433,15
S0783,Cairo University,Female,2,Pharmacy,12978,29491,25
S0784,Helwan University,Male,3,Pharmacy,16583,20403,30
S0785,Ain Shams University,Female,1,Engineering,12041,18448,20
S0786,Cairo University,Female,3,Business,12700,23461,32
S0787,Mansoura University,Female,1,Engineering,22874,17756,27
S0788,Helwan University,Male,3,Engineering,14811,21086,14
S0789,Helwan University,Female,1,Engineering,10356,26557,32
S0790,Mansoura University,Female,3,Law,20461,24203,17
S0791,Mansoura University,Male,2,Computer Science,24053,26154,16
S0792,Mansoura University,Female,3,Computer Science,16723,28882,19
S0793,Mansoura University,Male,4,Engineering,18466,24360,32
S0794,Helwan University,Male,1,Computer Science,17862,17953,29
S0795,Alexandria University,Female,3,Law,13547,20283,7
S0796,Ain Shams University,Male,2,Law,23569,29845,3
S0797,Ain Shams University,Female,2,Medicine,8360,27860,23
S0798,Cairo University,Female,2,Computer Science,15277,25346,31
S0799,Mansoura University,Female,3,Business,11070,25245,22
S0800,Cairo University,Male,2,Engineering,13974,24968,16
S0801,Mansoura University,Male,2,Medicine,24524,21460,4
S0802,Ain Shams University,Male,4,Business,20232,18085,6
S0803,Cairo University,Female,1,Pharmacy,16182,17043,5
S0804,Cairo University,Female,3,Medicine,22665,16076,11
S0805,Helwan University,Male,2,Computer Science,16005,26687,17
S0806,Helwan University,Female,2,Business,21952,17927,3
S0807,Alexandria University,Female,2,Pharmacy,10481,15937,22
S0808,Helwan University,Male,4,Law,18176,16113,2
S0809,Alexandria University,Male,4,Engineering,10925,17794,19
S0810,Mansoura University,Female,3,Engineering,12296,15141,17
S0811,Ain Shams University,Female,4,Law,20581,22371,5
S0812,Mansoura University,Female,1,Computer Science,18572,15340,28
S0813,Alexandria University,Female,4,Pharmacy,22874,23560,34
S0814,Cairo University,Female,2,Law,24509,15849,33
S0815,Helwan University,Female,3,Engineering,18976,28776,21
S0816,Alexandria University,Female,1,Business,19572,27668,35
S0817,Helwan University,Male,4,Law,10368,28643,29
S0818,Mansoura University,Female,2,Engineering,24910,28500,34
S0819,Cairo University,Male,1,Computer Science,23922,25271,10
S0820,Helwan University,Male,1,Computer Science,17829,15993,20
S0821,Ain Shams University,Male,4,Business,18455,15911,7
S0822,Cairo University,Female,4,Computer Science,11519,25492,29
S0823,Helwan University,Male,4,Business,24544,20509,34
S0824,Ain Shams University,Male,1,Law,24736,26685,14
S0825,Alexandria University,Female,3,Computer Science,12788,27287,14
S0826,Cairo University,Female,2,Medicine,11869,25435,19
S0827,Alexandria University,Female,3,Pharmacy,15367,24448,20
S0828,Helwan University,Male,3,Medicine,22947,28719,22
S0829,Cairo University,Male,4,Engineering,22030,19709,35
S0830,Ain Shams University,Male,2,Computer Science,22607,16562,32
S0831,Helwan University,Female,3,Medicine,9133,29050,35
S0832,Ain Shams University,Female,2,Engineering,19367,28179,17
S0833,Mansoura University,Female,3,Computer Science,14952,21528,1
S0834,Ain Shams University,Female,4,Pharmacy,14254,27260,8
S0835,Alexandria University,Male,1,Law,20569,23075,25
S0836,Cairo University,Female,4,Business,10474,17513,11
S0837,Mansoura University,Female,2,Business,12098,18805,33
S0838,Cairo University,Male,1,Pharmacy,21952,19475,34
S0839,Cairo University,Female,4,Medicine,24966,18477,2
S0840,Cairo University,Male,4,Law,19970,17025,2
S0841,Cairo University,Female,2,Medicine,21834,19133,25
S0842,Alexandria University,Male,3,Business,22980,23697,9
S0843,Mansoura University,Male,4,Business,14128,20337,23
S0844,Mansoura University,Male,1,Medicine,10433,15895,17
S0845,Ain Shams University,Male,4,Medicine,15788,22997,15
S0846,Helwan University,Female,3,Pharmacy,13120,27718,29
S0847,Helwan University,Male,2,Law,17086,19295,25
S0848,Cairo University,Male,1,Pharmacy,10302,26694,13
S0849,Helwan University,Female,2,Law,21988,23513,22
S0850,Mansoura University,Male,4,Computer Science,24137,18558,34
S0851,Ain Shams University,Male,3,Computer Science,16152,15381,14
S0852,Cairo University,Female,3,Law,24469,17265,3
S0853,Mansoura University,Male,1,Computer Science,10713,28703,34
S0854,Alexandria University,Female,3,Computer Science,22409,21337,3
S0855,Ain Shams University,Male,2,Business,16003,24447,19
S0856,Ain Shams University,Female,1,Engineering,22738,27385,20
S0857,Alexandria University,Male,4,Engineering,17025,16180,18
S0858,Mansoura University,Female,2,Medicine,11403,25049,18
S0859,Helwan University,Male,3,Computer Science,20529,21089,9
S0860,Helwan University,Female,1,Computer Science,10199,26208,25
S0861,Ain Shams University,Male,3,Engineering,9070,19785,28
S0862,Helwan University,Female,1,Law,8470,25272,22
S0863,Alexandria University,Female,4,Medicine,10468,18459,6
S0864,Cairo University,Female,3,Medicine,15108,19587,35
S0865,Alexandria University,Male,3,Business,9716,25986,32
S0866,Mansoura University,Male,2,Law,10014,16995,31
S0867,Cairo University,Female,4,Engineering,24586,29888,18
S0868,Alexandria University,Female,4,Pharmacy,21745,21061,17
S0869,Helwan University,Male,1,Computer Science,8162,23541,6
S0870,Ain Shams University,Male,4,Medicine,12448,22385,2
S0871,Ain Shams University,Female,2,Law,16842,29252,33
S0872,Mansoura University,Male,2,Pharmacy,18328,29852,7
S0873,Helwan University,Male,4,Computer Science,9870,22342,24
S0874,Cairo University,Male,1,Engineering,16221,18893,20
S0875,Mansoura University,Male,1,Medicine,19964,15563,30
S0876,Mansoura University,Male,4,Medicine,11768,16522,26
S0877,Alexandria University,Female,1,Medicine,8054,21182,33
S0878,Ain Shams University,Female,2,Business,10718,19672,5
S0879,Alexandria University,Female,1,Medicine,16079,16276,3
S0880,Cairo University,Female,4,Law,9494,17010,5
S0881,Helwan University,Female,4,Pharmacy,9808,27454,30
S0882,Alexandria University,Male,3,Pharmacy,22860,28574,18
S0883,Cairo University,Female,4,Business,20982,20870,3
S0884,Ain Shams University,Female,3,Medicine,18042,18213,33
S0885,Alexandria University,Male,1,Pharmacy,12961,19077,19
S0886,Cairo University,Male,2,Pharmacy,9900,20501,27
S0887,Mansoura University,Female,2,Law,11041,29325,4
S0888,Ain Shams University,Female,1,Engineering,14780,28076,18
S0889,Mansoura University,Female,2,Business,14168,23964,15
S0890,Cairo University,Male,4,Medicine,14654,25517,20
S0891,Cairo University,Male,3,Engineering,19928,28336,1
S0892,Helwan University,Female,4,Business,15792,25900,19
S0893,Cairo University,Female,1,Computer Science,16955,22735,2
S0894,Mansoura University,Male,3,Law,22209,21285,2
S0895,Alexandria University,Female,4,Pharmacy,21692,17770,23
S0896,Mansoura University,Female,2,Engineering,20890,29768,14
S0897,Alexandria University,Female,3,Pharmacy,13213,22089,35
S0898,Mansoura University,Female,3,Business,11892,24829,8
S0899,Helwan University,Female,2,Law,10675,29447,15
S0900,Alexandria University,Female,2,Medicine,23474,19259,27
S0901,Cairo University,Male,4,Medicine,19561,19324,23
S0902,Helwan University,Male,2,Business,22028,27633,10
S0903,Ain Shams University,Female,4,Law,24501,24705,31
S0904,Ain Shams University,Male,3,Business,22289,27770,13
S0905,Helwan University,Male,4,Engineering,11979,22607,10
S0906,Cairo University,Female,3,Business,15600,29857,13
S0907,Helwan University,Female,1,Pharmacy,21061,16516,12
S0908,Mansoura University,Male,2,Business,11276,23793,16
S0909,Alexandria University,Female,4,Engineering,17209,24810,16
S0910,Alexandria University,Female,3,Medicine,9286,27961,19
S0911,Helwan University,Female,3,Computer Science,20858,15384,20
S0912,Ain Shams University,Female,4,Pharmacy,12840,25246,30
S0913,Alexandria University,Female,3,Medicine,22307,21955,20
S0914,Mansoura University,Male,4,Law,15223,17646,26
S0915,Mansoura University,Male,4,Business,11496,29201,15
S0916,Alexandria University,Male,2,Engineering,17013,20694,19
S0917,Alexandria University,Male,3,Medicine,21685,23421,9
S0918,Alexandria University,Female,4,Business,8019,19370,31
S0919,Ain Shams University,Female,3,Pharmacy,13165,19173,1
S0920,Mansoura University,Male,1,Medicine,13470,19332,32
S0921,Cairo University,Male,4,Pharmacy,12514,20496,7
S0922,Alexandria University,Female,4,Business,16881,22981,5
S0923,Mansoura University,Female,2,Medicine,12097,22385,20
S0924,Ain Shams University,Male,2,Pharmacy,11484,21193,10
S0925,Mansoura University,Female,2,Computer Science,15202,24651,13
S0926,Alexandria University,Female,4,Pharmacy,22130,23858,20
S0927,Cairo University,Female,1,Engineering,22072,24961,30
S0928,Ain Shams University,Female,3,Medicine,20468,19555,2
S0929,Cairo University,Female,3,Computer Science,10079,23552,5
S0930,Helwan University,Female,1,Medicine,13833,25161,10
S0931,Cairo University,Female,2,Medicine,12582,19503,10
S0932,Helwan University,Female,2,Computer Science,14827,19845,25
S0933,Helwan University,Male,2,Computer Science,19250,18046,18
S0934,Helwan University,Male,4,Business,21964,16959,6
S0935,Cairo University,Female,1,Business,8613,24360,31
S0936,Helwan University,Male,3,Engineering,23677,24868,18
S0937,Mansoura University,Male,2,Business,10386,23703,3
S0938,Ain Shams University,Female,2,Medicine,19360,23767,1
S0939,Cairo University,Male,3,Computer Science,24016,20822,5
S0940,Helwan University,Male,2,Business,23953,28219,11
S0941,Ain Shams University,Male,2,Business,20644,29405,22
S0942,Cairo University,Male,3,Law,21302,19650,1
S0943,Alexandria University,Male,3,Computer Science,13216,19117,3
S0944,Mansoura University,Male,1,Medicine,21019,22381,34
S0945,Cairo University,Female,4,Pharmacy,9007,18234,19
S0946,Cairo University,Female,4,Engineering,17482,18747,12
S0947,Mansoura University,Male,1,Law,24412,16273,9
S0948,Helwan University,Female,1,Medicine,15953,25005,25
S0949,Helwan University,Male,3,Medicine,23171,16859,34
S0950,Ain Shams University,Male,3,Law,11128,23231,4
S0951,Mansoura University,Female,3,Pharmacy,21099,17663,5
S0952,Mansoura University,Female,1,Engineering,18138,29231,29
S0953,Helwan University,Male,3,Pharmacy,21786,17452,20
S0954,Helwan University,Male,2,Business,19155,25042,11
S0955,Cairo University,Female,4,Medicine,8596,21956,23
S0956,Cairo University,Male,4,Computer Science,12865,19980,21
S0957,Helwan University,Male,3,Law,8126,25022,17
S0958,Helwan University,Female,4,Law,8286,18902,26
S0959,Mansoura University,Female,4,Pharmacy,15937,17726,4
S0960,Cairo University,Female,1,Medicine,18367,23802,21
S0961,Ain Shams University,Male,2,Business,19560,17853,21
S0962,Cairo University,Male,1,Engineering,23022,25487,35
S0963,Ain Shams University,Male,1,Engineering,12185,27582,34
S0964,Ain Shams University,Male,2,Engineering,12512,23559,14
S0965,Mansoura University,Male,1,Computer Science,16928,23922,21
S0966,Helwan University,Male,1,Computer Science,21843,22799,22
S0967,Helwan University,Male,1,Engineering,21971,20788,19
S0968,Helwan University,Female,1,Medicine,16817,17274,35
S0969,Cairo University,Female,3,Computer Science,12808,20062,10
S0970,Helwan University,Female,2,Business,17907,24239,28
